stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,wheelchair_boarding
1073,52610,"Tonawanda St & Rano St",,42.947218,-78.902452,1,0
1076,51022,"Steelawanna Ave & Homestead St",,42.825438,-78.845821,1,0
1077,51023,"Steelawanna Ave & Odell St",,42.821108,-78.847243,1,0
1078,51024,"Steelawanna Ave & Ridge Rd",,42.827200,-78.845424,1,0
1079,51025,"Steelawanna Ave & Ridge Rd",,42.827189,-78.845513,1,0
1080,51026,"Steelawanna Ave & Wilson Ave",,42.822089,-78.847161,1,0
1081,51027,"Steelawanna Ave & Wilson Ave",,42.824328,-78.846173,1,0
1082,51040,"St. Francis Rd & Big Tree Rd",,42.772600,-78.860712,1,0
1083,51700,"Sycamore St & Lathrop St",,42.900699,-78.829732,1,0
1084,51070,"St. Francis Dr & St Francis High School",,42.768837,-78.863822,1,0
1086,51090,"Summer St & Ashland Ave",,42.904738,-78.879292,1,0
1087,51100,"Summer St & Ashland Ave",,42.904788,-78.878563,1,0
1088,51110,"Summer St & Delaware Ave",,42.904670,-78.872563,1,0
1089,51120,"Summer St & Delaware Ave",,42.904727,-78.872001,1,0
1090,51130,"Summer St & Elmwood Ave",,42.904719,-78.877373,1,0
1091,51140,"Summer St & Elmwood Ave",,42.904780,-78.876872,1,0
1092,51150,"Summer St & Linwood Ave",,42.904629,-78.870502,1,0
1093,51160,"Summer St & Linwood Ave",,42.904708,-78.869910,1,0
1094,51050,"St. Francis Dr & Camp Rd",,42.766908,-78.865523,1,0
1095,50800,"South Park Ave & Woodside Ave",,42.842268,-78.823861,1,0
1096,50710,"South Park Ave & Tift St",,42.846628,-78.823622,1,0
1097,50720,"South Park Ave & Tift St",,42.847300,-78.823841,1,0
1098,50723,"South Park Ave & Town Hall",,42.728728,-78.825752,1,0
1099,50730,"South Park Ave & Trowbridge St",,42.852369,-78.825801,1,0
1100,50740,"South Park Ave & Van Rensselaer St",,42.869288,-78.852240,1,0
1101,50750,"South Park Ave & Van Rensselaer St",,42.869427,-78.852882,1,0
1102,50760,"South Park Ave & Van Wyck St",,42.806108,-78.823964,1,0
1103,50779,"South Park Ave & Warsaw Ave",,42.814449,-78.823911,1,0
1104,51021,"Steelawanna Ave & Homestead St",,42.825008,-78.845843,1,0
1105,50790,"South Park Ave & Woodside Ave",,42.841910,-78.823673,1,0
1110,50900,"Starin Ave & Kenmore Ave",,42.958349,-78.843711,1,0
1114,51200,"Summer St & Norwood Ave",,42.904788,-78.879973,1,0
1115,50780,"South Park Ave & Warsaw Ave",,42.814797,-78.824031,1,0
1116,51580,"Sycamore St & Fox St",,42.895679,-78.845540,1,0
1117,51170,"Summer St & Main St",,42.904689,-78.868661,1,0
1118,51460,"Sweet Home Rd & Pheasant Run Rd",,43.042078,-78.799610,1,0
1119,51461,"Sweet Home Rd & Pheasant Run Rd",,43.042369,-78.799683,1,0
1120,51500,"Sycamore St & Adams St",,42.894109,-78.850654,1,0
1121,51510,"Sycamore St & Ash St",,42.889900,-78.864130,1,0
1122,51520,"Sycamore St & Elm St",,42.888398,-78.868460,1,0
1123,51530,"Sycamore St & Elm St",,42.888700,-78.868043,1,0
1124,51540,"Sycamore St & Emerson High School",,42.903500,-78.820541,1,0
1125,51410,"Swan St & Cedar St",,42.879448,-78.861571,1,0
1126,51570,"Sycamore St & Fillmore Ave",,42.897770,-78.838971,1,0
1127,51400,"Swan St & Spring St",,42.878758,-78.857582,1,0
1128,51590,"Sycamore St & Grey St",,42.894279,-78.849863,1,0
1129,51600,"Sycamore St & Guilford St",,42.896449,-78.843092,1,0
1130,51610,"Sycamore St & Herman St",,42.895849,-78.844881,1,0
1131,51620,"Sycamore St & Hickory St",,42.890719,-78.861072,1,0
1132,51630,"Sycamore St & Howlett St",,42.901119,-78.828090,1,0
1133,51640,"Sycamore St & Howlett St",,42.901299,-78.827771,1,0
1134,51650,"Sycamore St & Jefferson Ave",,42.892928,-78.854182,1,0
1135,51660,"Sycamore St & Jefferson Ave",,42.893180,-78.853522,1,0
1136,51560,"Sycamore St & Fillmore Ave",,42.897479,-78.839703,1,0
1138,52980,"Transit Rd & Donner Rd",,43.124568,-78.696972,1,0
1139,51210,"Summer St & Oakland Place",,42.904708,-78.875383,1,0
1140,51220,"Summer St & Oakland Place",,42.904769,-78.874900,1,0
1141,51230,"Summer St & Richmond Ave",,42.904818,-78.881641,1,0
1142,51240,"Sundridge Dr & Cascade Dr",,43.042108,-78.810952,1,0
1143,51250,"Sunridge Dr & East Robinson Rd",,43.035370,-78.810413,1,0
1144,51260,"Sundridge Dr & Glenhaven Dr",,43.044939,-78.811361,1,0
1145,51270,"Sundridge Dr & Traverse Blvd",,43.038798,-78.810412,1,0
1146,51430,"Sweet Home Rd & North French Rd",,43.034978,-78.799792,1,0
1147,51290,"Swan St & Pine St",,42.880098,-78.865231,1,0
1148,51180,"Summer St & Main St",,42.904629,-78.868452,1,0
1149,51320,"Swan St & Franklin St",,42.882268,-78.877651,1,0
1150,51330,"Swan St & Hagerman St",,42.876870,-78.850701,1,0
1151,51340,"Swan St & Hamburg St",,42.878520,-78.856193,1,0
1152,51350,"Swan St & Hickory St",,42.879180,-78.860033,1,0
1153,51360,"Swan St & Jefferson Ave",,42.878229,-78.854494,1,0
1155,51380,"Swan St & Michigan Ave",,42.880758,-78.869101,1,0
1156,51398,"Swan St & Pearl St",,42.882087,-78.876500,1,0
1157,51280,"Sunridge Dr & Traverse Blvd",,43.039258,-78.811072,1,0
1158,54460,"Union Rd & Forest Dr",,42.861198,-78.754592,1,0
1159,54170,"Union Rd & 222 South Union",,42.956009,-78.754782,1,0
1160,54395,"Union Rd & Galleria Dr",,42.915749,-78.754382,1,0
1161,54397,"Union Rd & Gardenville Parkway",,42.863950,-78.753992,1,0
1162,54400,"Union Rd & Gardenville Parkway",,42.864437,-78.754462,1,0
1164,54410,"Union Rd & Genesee St",,42.927839,-78.754002,1,0
1165,54420,"Union Rd & Genesee St",,42.926450,-78.754272,1,0
1166,54430,"Union Rd & George Urban Blvd",,42.918338,-78.754101,1,0
1167,54385,"Union Rd & Forest Dr",,42.860960,-78.754224,1,0
1168,54442,"Union Rd & George Urban Blvd",,42.919010,-78.754301,1,0
1174,54500,"Union Rd & Kron Ave",,42.856079,-78.754491,1,0
1176,54540,"Union Rd & Main St",,42.960267,-78.755212,1,0
1178,54440,"Union Rd & George Urban Boulevad",,42.922498,-78.754221,1,0
1180,52910,"Transit Rd & Cloverleaf Dr",,42.934459,-78.697052,1,0
1181,54200,"4589 Union Rd",,42.938879,-78.754121,1,0
1182,54203,"Union Rd & UCPA 4680 Union Rd",,42.940318,-78.754382,1,0
1183,54204,"4681 Union Rd",,42.940329,-78.754142,1,0
1184,54210,"4614 Union Rd",,42.938608,-78.754363,1,0
1185,54240,"Union Rd & Appletree Transit Center",,42.888587,-78.751301,1,0
1186,54250,"Union Rd & Bennett Rd",,42.888078,-78.754474,1,0
1188,54387,"Union Rd & French Rd",,42.865958,-78.753413,1,0
1189,54270,"Union St & Buffalo St",,42.717679,-78.828772,1,0
1193,54300,"Union Rd & Clearvale Dr",,42.935339,-78.754351,1,0
1194,54310,"Union Rd & Cleveland Dr",,42.944489,-78.754191,1,0
1195,54320,"Union Rd & Clinton St",,42.854929,-78.754591,1,0
1196,54330,"Union Rd & Clinton St",,42.855449,-78.754762,1,0
1198,54367,"William St & Union Rd",,42.885159,-78.755640,1,0
1200,54900,"Utica St & Storz Ave",,42.910959,-78.850213,1,0
1201,54770,"Union Rd & South Union Terrace",,42.954469,-78.754773,1,0
1202,54790,"Union Rd & Walden Ave",,42.907520,-78.754552,1,0
1203,54810,"Union Rd & William St",,42.885650,-78.754540,1,0
1205,54852,"University Dr & Vincentian Dr",,43.135439,-79.041121,1,0
1206,54853,"University Dr & Vincentian Dr",,43.135669,-79.040913,1,0
1207,54860,"Upper Terrace & Pearl St",,42.879807,-78.877731,1,0
1208,54870,"Utica St & 178 West Utica Stree",,42.911178,-78.873060,1,0
1210,54890,"Utica St & Hauf St",,42.911019,-78.852132,1,0
1212,54910,"Utica St & Celtic Place",,42.910918,-78.846823,1,0
1213,54920,"Utica St & Ashland Ave",,42.911227,-78.879012,1,0
1214,54930,"Utica St & Ashland Ave",,42.911359,-78.878353,1,0
1215,54940,"Utica St & Atlantic Ave",,42.911378,-78.872554,1,0
1216,54950,"Ferry St & Baynes St",,42.915458,-78.885393,1,0
1217,54960,"Utica St & Celtic Place",,42.911099,-78.846351,1,0
1218,54980,"Utica St & Delaware Ave",,42.911178,-78.870692,1,0
1219,54990,"Utica St & Delaware Ave",,42.911378,-78.869942,1,0
1220,54880,"Utica St & 214 West Utica St",,42.911178,-78.874781,1,0
1221,54650,"Union Rd & North Park Ave",,42.941760,-78.754421,1,0
1222,54153,"193 Union Rd",,42.956168,-78.754881,1,0
1223,54570,"Union Rd & Maryvale Dr",,42.932867,-78.754032,1,0
1224,54580,"Union Rd & Maryvale Dr",,42.933319,-78.754350,1,0
1225,54590,"Union Rd & Maryvale HS",,42.936569,-78.754093,1,0
1226,54593,"Union Rd & McKesson Parkway",,42.914190,-78.754381,1,0
1227,54610,"Union Rd & North Ave",,42.858148,-78.754413,1,0
1228,54620,"Union Rd & North Ave",,42.858499,-78.754653,1,0
1230,54760,"Union Rd & Southgate Plaza",,42.827359,-78.754502,1,0
1231,54640,"Union Rd & North Park Ave",,42.941348,-78.754122,1,0
1233,54660,"Union Rd & Peinkofer Dr",,42.937279,-78.754352,1,0
1236,54703,"Union Rd & Rosedale Dr",,42.930988,-78.754281,1,0
1237,54705,"Union Rd & Rosedale Dr",,42.930730,-78.754021,1,0
1242,54630,"Union Rd & Orchard Place",,42.922328,-78.754021,1,0
1243,53420,"Transit Rd & North French Rd",,43.033698,-78.697142,1,0
1244,53260,"Transit Rd & Lockport mall",,43.147359,-78.696781,1,0
1245,53270,"Transit Rd & Big Lots Plaza",,43.136478,-78.696983,1,0
1247,53340,"Transit Rd & Main St",,43.168607,-78.697022,1,0
1248,53349,"Transit Rd & Maple Rd",,42.989977,-78.696923,1,0
1250,53380,"Transit Rd & Millersport Highway",,43.082409,-78.696543,1,0
1251,53510,"Transit Rd & Robinson Rd",,43.132140,-78.696961,1,0
1252,53418,"Transit Rd & North French Rd",,43.033619,-78.696892,1,0
1254,53430,"Transit Rd & North Tonawanda Crk Rd",,43.090778,-78.697031,1,0
1255,53440,"Transit Rd & Old Post Rd West",,43.022789,-78.696912,1,0
1256,53450,"Transit Rd & Pleasant View Dr",,42.933980,-78.696693,1,0
1257,53470,"Transit Rd & Rapids Rd",,43.113720,-78.696700,1,0
1258,53480,"Transit Rd & Rehm Rd",,42.927537,-78.696801,1,0
1259,54180,"Union Rd & 223 South Union Rd",,42.954189,-78.754873,1,0
1260,53490,"Transit Rd & Rehm Rd",,42.928329,-78.697071,1,0
1261,52993,"Transit Rd & Dunnigan Rd",,43.102959,-78.697031,1,0
1262,53390,"Transit Rd & Millersport Highway",,43.083538,-78.697031,1,0
1264,53020,"Transit Rd & Eastern Hills Mall",,42.973588,-78.693631,1,0
1265,53021,"Transit Rd & Eastern Hills Drway 1",,42.969307,-78.696703,1,0
1266,53022,"Transit Rd & Eastern Hills Drway 2",,42.971779,-78.696574,1,0
1268,53040,"Transit Rd & Fisk Rd",,43.113558,-78.697013,1,0
1269,53045,"Transit Rd & Bank of America",,42.847889,-78.698630,1,0
1272,53223,"Transit Rd & Lee St",,42.924868,-78.697093,1,0
1274,53200,"Transit Rd & Klein Rd",,42.999640,-78.697113,1,0
1275,53110,"Transit Rd & West Genesee St",,43.167769,-78.696982,1,0
1278,53150,"Transit Rd & High St",,43.164560,-78.696743,1,0
1279,53160,"Transit Rd & West High St",,43.164900,-78.696931,1,0
1280,53165,"Transit Rd & Home Depot Plaza",,43.146918,-78.696962,1,0
1282,53500,"Transit Rd & Robinson Rd",,43.132759,-78.696723,1,0
1283,53080,"Transit Rd & French Rd (Cheek)",,42.918949,-78.697031,1,0
1284,54000,"West Tupper St & Main St",,42.893268,-78.872290,1,0
1285,53520,"Transit Rd & Roll Rd",,43.000357,-78.696923,1,0
1286,53840,"Transit Rd & Willow St",,43.160658,-78.696890,1,0
1293,53760,"Transit Rd & Willow St",,43.160329,-78.696773,1,0
1295,53790,"Transit Rd & Big Lots Plaza",,43.136228,-78.696793,1,0
1296,54030,"Two Mile Creek Rd & Desmond Dr",,42.977230,-78.909873,1,0
1297,54040,"Two Mile Creek Rd & Desmond Dr",,42.978068,-78.909572,1,0
1298,54050,"Two Mile Creek Rd & Kenmore Ave",,42.975339,-78.910462,1,0
1299,54080,"Two Mile Creek Rd & Grand Island Blvd",,42.979838,-78.907553,1,0
1300,54090,"Two Mile Creek Rd & Grand Island Blvd",,42.980370,-78.907512,1,0
1301,54100,"Two Mile Creek Rd & Kenmore Ave",,42.975339,-78.910582,1,0
1302,54110,"Two Mile Creek Rd & Oakview Dr",,42.978619,-78.908793,1,0
1303,54120,"Two Mile Creek Rd & Oakview Dr",,42.978868,-78.908821,1,0
1306,53530,"Transit Rd & Ruhlmann Rd",,43.151059,-78.696764,1,0
1307,53540,"Transit Rd & Ruhlmann Rd",,43.151398,-78.697012,1,0
1308,53560,"Transit Rd & Sheridan Dr",,42.979178,-78.696801,1,0
1309,53620,"Transit Rd & Strauss Rd",,43.142169,-78.696772,1,0
1310,53630,"Transit Rd & Strauss Rd",,43.142778,-78.696980,1,0
1311,53635,"Transit Rd & Summit St",,43.154799,-78.696730,1,0
1312,53640,"Transit Rd & Summit St",,43.155169,-78.696941,1,0
1314,53650,"Transit Rd & South Tonawanda Crk Rd",,43.084919,-78.696774,1,0
1317,53723,"Transit Rd & Wal-Mart",,42.983888,-78.696751,1,0
1318,53730,"Transit Rd & Walnut St",,43.167369,-78.696760,1,0
1320,6914,"Buffalo St & West Highland Ave",,42.759518,-78.745410,1,0
1321,6803,"Buffalo Ave & Occidental Chemical 2",,43.078589,-79.005492,1,0
1322,6804,"Buffalo Ave & Occidental Chemical 3",,43.079458,-79.008650,1,0
1323,6805,"Buffalo Ave & Occidental Chemical 4",,43.080908,-79.013130,1,0
1327,6863,"Buffalo St & Quaker & Buffalo St",,42.767678,-78.743840,1,0
1329,6886,"Buffalo St & Saunders Settlement Rd",,43.142799,-78.889972,1,0
1330,6887,"Buffalo St & Quarker St",,42.767667,-78.744102,1,0
1331,6901,"Buffalo St & School St",,42.765130,-78.743983,1,0
1332,10720,"Colvin Blvd & Embassy Square",,42.996639,-78.852464,1,0
1334,6800,"Buffalo Ave & Occidential Chemical",,43.080949,-79.013862,1,0
1335,7010,"Buffalo St & Euclid Ave",,42.724768,-78.825771,1,0
1336,7012,"Buffalo St & Hamburg Village Square",,42.719628,-78.828123,1,0
1337,7050,"Buffalo St & Pine St",,42.721299,-78.826271,1,0
1338,7060,"Buffalo St & Prospect Ave",,42.722069,-78.825952,1,0
1339,7080,"Buffalo Ave & Union St",,42.717789,-78.829341,1,0
1340,7090,"Buffalo Ave & Village Square",,42.720198,-78.827622,1,0
1345,7310,"Camp Rd & Dartmouth St",,42.746310,-78.851812,1,0
1348,6530,"Buffalo Ave & 80th St",,43.074638,-78.972611,1,0
1349,6540,"Buffalo Ave & 80th St",,43.074438,-78.972353,1,0
1350,6550,"Buffalo Ave & 81st St",,43.075139,-78.971021,1,0
1351,6560,"Buffalo Ave & 83rd St",,43.075238,-78.969963,1,0
1352,6570,"Buffalo Ave & 84th St",,43.075888,-78.967754,1,0
1353,6580,"Buffalo Ave & 84th St",,43.075657,-78.967804,1,0
1354,6590,"Buffalo Ave & 86th St",,43.076638,-78.964932,1,0
1355,6600,"Buffalo Ave & 86th St",,43.076299,-78.965001,1,0
1356,6620,"Buffalo Ave & 87th St",,43.077288,-78.963030,1,0
1357,6625,"Buffalo St & Armor Duells Rd",,42.749088,-78.748213,1,0
1358,6630,"Buffalo Ave & Cayuga Dr",,43.077929,-78.961871,1,0
1359,6802,"Buffalo Ave & Occidental Chemical 3",,43.078450,-79.005860,1,0
1361,6801,"Buffalo Ave & Occidental Chemical 2",,43.079477,-79.009322,1,0
1362,6643,"Buffalo St & Elmhurst Dr",,42.754898,-78.746892,1,0
1363,6644,"Buffalo St & Elmhurst Dr",,42.754969,-78.747004,1,0
1364,6660,"Buffalo Ave & Exit GI",,43.075438,-78.989953,1,0
1365,6683,"Buffalo St & Highland Ave",,42.759227,-78.745264,1,0
1367,6710,"Buffalo Ave & Hyde Park Blvd",,43.082130,-79.018254,1,0
1368,6733,"Buffalo St & Jewett Holmwood Rd",,42.750798,-78.747843,1,0
1369,6740,"Buffalo Ave & LaSalle Middle School",,43.073879,-78.978283,1,0
1372,6790,"Buffalo Ave & Occidental Chemical",,43.078118,-79.003341,1,0
1373,7360,"Camp Rd & Howard Rd",,42.758509,-78.861252,1,0
1374,6633,"Buffalo St & Clark St",,42.764779,-78.743781,1,0
1375,7841,"Cayuga Ave & Pershing Ave",,43.082609,-78.961230,1,0
1376,7340,"Camp Rd & Holiday Inn",,42.739040,-78.845283,1,0
1377,7710,"Cayuga Rd & Applewood Rd",,42.945708,-78.744623,1,0
1378,7720,"Cayuga Ave & Buffalo Ave",,43.078088,-78.962050,1,0
1380,7750,"Cayuga Rd & Cleveland Dr",,42.941598,-78.744301,1,0
1381,7760,"Cayuga Rd & Cleveland Dr",,42.941707,-78.744491,1,0
1382,7770,"Cayuga Ave & Lindbergh Ave",,43.083588,-78.961922,1,0
1383,7780,"Military Rd & Lindbergh Ave",,43.083908,-78.962431,1,0
1384,7790,"Cayuga Ave & Mang Ave",,43.079790,-78.960540,1,0
1386,7830,"Cayuga Ave & Munson Ave",,43.081319,-78.960573,1,0
1388,7840,"Cayuga Ave & Pershing Ave",,43.082368,-78.961370,1,0
1391,7850,"Cayuga Ave & South Military Rd",,43.080058,-78.959984,1,0
1395,7910,"Cazenovia St & Seneca St",,42.853049,-78.807241,1,0
1399,8010,"1535 Center Rd",,42.839460,-78.725432,1,0
1400,8020,"1536 Center Rd",,42.839188,-78.725424,1,0
1401,8040,"4th St",,43.173019,-79.044242,1,0
1402,7831,"Cayuga Ave & Munson Ave",,43.081500,-78.960381,1,0
1403,7520,"James E Casey & Thielman Dr",,42.881709,-78.805333,1,0
1404,6500,"Buffalo Ave & 74th St",,43.073630,-78.979541,1,0
1405,7390,"Camp Rd & Nash Rd",,42.761948,-78.862870,1,0
1406,7410,"Camp Rd & Scranton Rd",,42.734398,-78.838542,1,0
1407,7420,"Camp Rd & Scranton Rd",,42.734507,-78.839220,1,0
1408,7440,"Camp Rd & Southwestern Blvd",,42.749447,-78.854581,1,0
1409,7450,"Camp Rd & Sowles Rd",,42.751398,-78.855821,1,0
1410,7460,"Camp Rd & Staley Dr",,42.727909,-78.836990,1,0
1411,7470,"Camp Rd & Staley Dr",,42.728109,-78.837071,1,0
1412,7480,"Camp Rd & Sunset Dr",,42.737749,-78.843562,1,0
1413,7490,"Camp Rd & Sunset Dr",,42.737519,-78.843690,1,0
1415,7700,"Cayuga Rd & Applewood Rd",,42.945300,-78.744451,1,0
1416,7517,"James E Casey & Dingens Rd",,42.878328,-78.805443,1,0
1417,7350,"Camp Rd & Howard Rd",,42.758468,-78.861010,1,0
1430,7515,"James E Casey & 15 James E. Casey Dr",,42.879999,-78.805403,1,0
1431,5830,"Broadway & Quincy St",,42.895778,-78.822423,1,0
1432,5990,"Broadway & South Bryant St",,42.901647,-78.703231,1,0
1433,5670,"Broadway & Michigan Ave",,42.887050,-78.867064,1,0
1434,5680,"Broadway & Miller Ave",,42.895808,-78.823440,1,0
1435,5690,"Broadway & Mohr Ave",,42.895068,-78.827433,1,0
1436,5700,"Broadway & Mortimer St",,42.889168,-78.856012,1,0
1437,5710,"Broadway & Mortimer St",,42.889440,-78.855800,1,0
1438,5720,"Broadway & North Ogden St",,42.898329,-78.801990,1,0
1439,5730,"Broadway & North Ogden St",,42.898408,-78.802300,1,0
1440,5740,"Broadway & Oak St",,42.886020,-78.870762,1,0
1441,5750,"Broadway & Oak St",,42.886348,-78.870191,1,0
1442,5790,"Broadway & Penora St",,42.901579,-78.687303,1,0
1443,5650,"Broadway & Michael Loop",,42.899329,-78.794961,1,0
1444,5820,"Broadway & Pratt St",,42.888979,-78.858231,1,0
1445,5640,"Broadway & Michael Ave",,42.899198,-78.795404,1,0
1446,5850,"Broadway & Ransom Rd",,42.891429,-78.592323,1,0
1447,5860,"Broadway & Rommel Ave",,42.895559,-78.825223,1,0
1448,5870,"Broadway & Rother St",,42.894588,-78.831563,1,0
1449,5880,"Broadway & Pine St",,42.887409,-78.864611,1,0
1450,5890,"Broadway & Sandridge Rd",,42.892078,-78.522832,1,0
1451,5920,"Broadway & Schwartz Rd",,42.891859,-78.607631,1,0
1452,5930,"Broadway & Sears St",,42.893728,-78.835691,1,0
1453,5940,"Broadway & Spring St",,42.888889,-78.857573,1,0
1454,5950,"Broadway & Stanton St",,42.891399,-78.846204,1,0
1455,5960,"Broadway & Strauss St",,42.892720,-78.840991,1,0
1456,5970,"Broadway & ST. John St",,42.900307,-78.677893,1,0
1457,6520,"Buffalo Ave & 77th St",,43.073860,-78.975924,1,0
1458,5810,"Broadway & Pine St",,42.887669,-78.864232,1,0
1459,5470,"Broadway & Hirschbeck St",,42.896668,-78.816753,1,0
1460,5300,"Broadway & Elm St",,42.886669,-78.868663,1,0
1461,5310,"Broadway & Emslie St",,42.890758,-78.849122,1,0
1462,5320,"Broadway & Fillmore Ave",,42.892950,-78.839082,1,0
1463,5330,"Broadway & Fillmore Ave",,42.893109,-78.839021,1,0
1464,5340,"Broadway & Four Rod Rd",,42.891610,-78.532993,1,0
1465,5350,"Broadway & Fox St",,42.891750,-78.845573,1,0
1466,5360,"Broadway & Glendale Dr",,42.895479,-78.652461,1,0
1467,5370,"Broadway & Goodyear Ave",,42.896057,-78.821523,1,0
1468,5380,"Broadway & Greene St",,42.897310,-78.810370,1,0
1469,5410,"Broadway & Greenfield Dr",,42.890508,-78.569821,1,0
1471,5660,"Broadway & Michigan Ave",,42.886699,-78.867743,1,0
1472,5460,"Broadway & Hickory St",,42.888368,-78.859892,1,0
1473,5993,"Broadway & Three Rod Rd",,42.891840,-78.523643,1,0
1474,5480,"Broadway & Holland Ave",,42.899178,-78.665642,1,0
1475,5510,"Broadway & Jefferson Ave",,42.889587,-78.854281,1,0
1476,5520,"Broadway & Jefferson Ave",,42.889968,-78.853762,1,0
1477,5530,"Broadway & Johnson St",,42.891078,-78.848682,1,0
1478,5537,"Broadway & Lombard St",,42.893588,-78.836953,1,0
1479,5540,"Broadway & Krupp Ave",,42.895589,-78.823973,1,0
1480,5553,"Broadway & Lake Ave",,42.899718,-78.668053,1,0
1481,5570,"Broadway & Lancaster Country Club",,42.893048,-78.619560,1,0
1482,5580,"Broadway & Lathrop St",,42.894830,-78.830083,1,0
1483,5590,"Broadway & Lombard St",,42.893309,-78.837493,1,0
1484,5620,"Broadway & Memorial Dr",,42.894649,-78.830193,1,0
1485,5630,"Broadway & Michael Loop",,42.899269,-78.795063,1,0
1486,5450,"Broadway & Herman St",,42.892067,-78.844093,1,0
1487,6350,"Buffalo Ave & 62nd St",,43.076140,-78.992613,1,0
1488,5980,"Broadway & Sweet St",,42.894298,-78.833353,1,0
1492,6250,"Buffalo Ave & 53rd St",,43.078050,-79.003821,1,0
1493,6260,"Buffalo Ave & 56th St",,43.077488,-78.999862,1,0
1494,6270,"Buffalo Ave & 56th St",,43.077359,-79.000170,1,0
1495,6280,"Buffalo Ave & 58th St",,43.077118,-78.997621,1,0
1496,6290,"Buffalo Ave & 58th St",,43.076978,-78.998000,1,0
1497,6300,"Buffalo Ave & 59th St",,43.076888,-78.996391,1,0
1498,6310,"Buffalo Ave & 59th St",,43.076770,-78.996801,1,0
1500,6340,"Buffalo Ave & 61th St",,43.076189,-78.993851,1,0
1502,6370,"Buffalo Ave & 63rd St",,43.075970,-78.991631,1,0
1503,6380,"Buffalo Ave & 63rd St",,43.075849,-78.992022,1,0
1504,6390,"Buffalo Ave & 65th St",,43.075548,-78.989052,1,0
1505,6400,"Buffalo Ave & 65th St",,43.075329,-78.989204,1,0
1506,6420,"Buffalo Ave & 68th St",,43.075060,-78.985634,1,0
1507,6430,"Buffalo Ave & 68th St",,43.074887,-78.985533,1,0
1508,6450,"Buffalo Ave & 70th St",,43.074348,-78.983581,1,0
1509,6460,"Buffalo Ave & 70th St",,43.074238,-78.983762,1,0
1510,6470,"Buffalo Ave & 72nd St",,43.073958,-78.982000,1,0
1511,6480,"Buffalo Ave & 72nd St",,43.073709,-78.981792,1,0
1512,6490,"Buffalo Ave & 74th St",,43.073819,-78.979720,1,0
1513,8070,"7th St",,43.172488,-79.039311,1,0
1514,6320,"Buffalo Ave & 60th St",,43.076638,-78.995053,1,0
1515,6150,"Broadway & Washington St",,42.885839,-78.873022,1,0
1516,6000,"Broadway & Tops Plaza(1275 Broadway)",,42.895049,-78.510253,1,0
1517,6010,"Broadway & Tops",,42.897680,-78.809062,1,0
1518,6020,"Broadway & Tops Plaza",,42.895317,-78.509861,1,0
1519,6030,"Broadway & Townline Rd",,42.890780,-78.577703,1,0
1520,6040,"Broadway & Townsend St",,42.892489,-78.841161,1,0
1521,6050,"Broadway & Transit Rd",,42.901828,-78.696511,1,0
1522,6060,"Broadway & Transit Rd",,42.901938,-78.697101,1,0
1523,6070,"Broadway & Two Rod Rd",,42.892350,-78.552793,1,0
1524,6080,"Broadway & Two Rod Rd",,42.892528,-78.551893,1,0
1525,6100,"Broadway & Wanger Ave",,42.898680,-78.799332,1,0
1526,6110,"Broadway & Wanger Ave",,42.898929,-78.798683,1,0
1528,6130,"Broadway & Warren Ave",,42.894249,-78.833002,1,0
1529,6510,"Buffalo Ave & 77th St",,43.074109,-78.975664,1,0
1530,6160,"Broadway & Washington St (Lanc)",,42.897479,-78.659862,1,0
1531,6170,"Broadway & Wenona St",,42.901568,-78.689593,1,0
1532,6180,"Broadway & Wick St",,42.896449,-78.818371,1,0
1534,6190,"Broadway & Woltz Ave",,42.893769,-78.835870,1,0
1542,6120,"Broadway & Walnut St",,42.888390,-78.860932,1,0
1543,10050,"Clinton St & Maplewood Ave",,42.856000,-78.746350,1,0
1544,10200,"Clinton St & Pierce St",,42.871688,-78.800343,1,0
1545,9920,"Clinton St & Holly St",,42.871737,-78.804333,1,0
1546,9930,"Clinton St & Homeward Place",,42.859568,-78.687414,1,0
1547,9940,"Clinton St & Homeward Place",,42.859598,-78.687043,1,0
1549,9960,"Clinton St & Jefferson Ave",,42.881868,-78.854202,1,0
1550,9970,"Clinton St & Jefferson Ave",,42.881879,-78.853701,1,0
1551,9980,"Clinton St & Kelburn St",,42.871899,-78.815193,1,0
1552,9990,"Clinton St & Kelburn St",,42.872069,-78.815132,1,0
1553,10000,"Clinton St & Krakow St",,42.871968,-78.809221,1,0
1554,10020,"Clinton St & Laux St",,42.877149,-78.833071,1,0
1555,9900,"Clinton St & Hobart St",,42.873779,-78.824654,1,0
1556,10040,"Clinton St & Lord St",,42.880438,-78.845503,1,0
1557,9890,"Clinton St & Hickory St",,42.882759,-78.858780,1,0
1558,10060,"Clinton St & Maplewood Ave",,42.856129,-78.745381,1,0
1559,10070,"Clinton St & Meadowbrook Parkway",,42.871699,-78.795890,1,0
1560,10080,"Clinton St & Metcalfe St",,42.878689,-78.837102,1,0
1561,10090,"Clinton St & Michigan Ave",,42.884299,-78.868590,1,0
1562,10100,"Clinton St & Michigan Ave",,42.884359,-78.867902,1,0
1563,10110,"Clinton St & Monroe St",,42.881498,-78.852110,1,0
1564,10120,"Clinton St & Montgomery St",,42.879898,-78.842351,1,0
1565,10130,"Clinton St & Northwood Ave",,42.856329,-78.741402,1,0
